monthly_income,repayment_score,existing_debt,credit_history_years,late_payments,credit_score
20094,16,926489,5,11,300
155487,30,22068,14,7,501
194918,98,614524,15,6,726
225138,66,663726,3,10,464
22472,44,494071,7,5,418
209802,38,69384,6,11,411
51131,51,554760,16,6,526
99943,60,658816,15,3,608
98737,18,215750,1,9,300
174020,5,143103,16,0,556
192980,40,85675,3,4,483
195907,6,675386,13,7,413
38115,76,565175,7,9,459
42961,12,159849,4,5,316
62083,12,960434,4,4,308
205489,73,132732,4,1,641
198134,22,289295,4,9,358
62182,49,286757,2,11,321
142987,50,65266,5,4,508
17017,80,209816,0,9,405
150295,4,633308,7,11,300
76852,50,316882,12,2,565
246560,3,701137,19,1,579
65509,16,554990,5,2,378
169147,14,219450,17,3,542
21531,64,124188,17,1,652
150738,41,601551,15,3,579
235389,68,907245,7,3,610
59023,59,259751,16,5,581
181308,2,392455,7,11,300
55059,10,636513,14,4,412
55023,75,360069,9,6,538
248296,90,914860,0,10,507
19236,26,61804,8,6,375
213547,4,616628,16,2,524
182696,90,275165,19,8,720
178890,28,641899,0,6,357
227534,2,44001,8,6,408
239160,66,674452,13,1,705
176172,16,422131,4,11,300
212968,57,504120,5,9,472
120109,23,446539,4,2,421
190768,23,388976,3,2,448
141682,77,469253,15,11,568
223602,21,631014,15,5,524
39941,25,182974,9,3,432
108067,58,277883,13,3,601
116349,37,859444,12,0,554
205419,49,466683,3,5,486
91629,77,13699,13,7,601
179097,15,133876,8,7,404
26651,28,442120,2,7,300
244420,67,447812,9,4,635
105380,87,181065,14,9,611
229326,4,457582,18,5,513
64823,47,562631,1,4,400
194194,50,404991,1,3,495
159661,60,777558,8,11,443
54768,62,633273,3,3,473
211058,67,325156,4,3,588
100558,72,309830,1,3,518
127784,43,710917,6,5,449
119389,89,326380,18,5,718
146306,58,176946,5,4,530
87370,52,130025,15,11,479
161127,76,118222,13,10,583
83743,69,555874,11,10,486
148472,97,57009,5,8,592
221217,46,607,12,7,563
102009,25,752525,14,9,400
125866,25,823818,13,5,459
104471,35,341769,7,10,363
200229,61,455868,19,8,634
235482,15,638160,10,4,477
75598,90,226316,8,9,543
40015,74,970616,11,3,568
225792,88,430241,5,5,634
241151,35,638523,18,3,635
212258,29,906732,2,7,371
79430,38,507314,0,6,343
243997,69,849924,14,4,675
64185,24,141295,14,9,403
238936,19,508105,4,5,421
77306,46,285087,10,10,415
34416,49,87051,0,6,370
93655,44,881587,9,1,518
88180,73,456076,19,8,614
65262,26,492884,10,6,400
89189,25,852719,6,7,340
94952,35,111541,16,4,548
236505,36,244084,11,2,596
68662,14,367993,3,1,376
213482,56,857312,11,1,635
67191,6,427189,2,2,324
222037,32,206120,17,0,668
158285,26,167727,11,0,560
195059,15,230706,18,6,523
98176,49,74158,12,9,478
205855,95,457393,15,11,654
76353,56,977013,7,10,387
116544,37,122207,5,7,409
161874,53,102987,9,5,550
227730,58,584749,9,6,564
206718,83,542946,5,0,680
233261,78,646499,7,0,694
58671,36,298277,17,8,475
235709,11,738543,16,4,521
213017,27,387419,9,6,472
58388,2,282764,1,5,300
180672,22,430283,11,3,504
98944,66,462485,19,0,718
75690,84,160747,9,3,628
151808,17,722561,8,9,343
216601,4,525148,15,9,414
189943,14,639820,6,7,366
62165,7,814050,8,11,300
202858,79,814348,5,10,505
46247,94,208289,9,0,686
134645,16,868488,6,1,425
43821,66,874099,17,7,549
149285,19,22878,10,1,515
123659,1,601248,0,10,300
175567,31,562842,18,11,473
86744,4,682156,4,9,300
155716,91,402561,5,8,564
152525,58,979022,6,2,541
132441,56,910290,3,2,497
222701,53,123448,15,5,640
127045,89,224094,9,2,681
26263,86,284728,14,8,579
71480,43,523663,12,10,413
141926,74,11598,7,7,557
211913,97,729221,12,3,742
245760,49,411661,6,5,538
178093,60,305957,16,7,611
133055,94,134802,3,3,628
164030,94,535972,6,4,642
212480,16,450686,15,6,496
56128,73,366570,1,7,437
102498,81,165635,13,6,627
57563,99,927545,13,7,613
32414,60,446681,7,3,503
137452,47,73723,5,0,556
90462,15,61320,6,5,372
201955,63,365288,6,4,575
120209,28,294768,1,10,300
52210,20,731815,3,3,341
161362,97,265870,12,1,766
145768,63,781800,9,0,620
18667,33,752612,8,8,338
142710,36,229635,14,11,445
32660,13,181465,11,1,443
87089,62,657203,9,8,473
97462,68,841361,18,5,624
203770,23,976360,4,5,396
150880,72,720820,6,1,607
109148,13,800186,19,5,476
186571,88,684213,10,2,699
174087,40,452776,15,6,548
48351,30,985320,12,9,359
195734,94,95324,3,3,661
136359,25,728692,15,8,444
89674,97,528855,12,4,674
51241,73,488963,0,11,360
147270,26,205908,3,9,338
107983,24,324262,14,2,523
117299,97,452102,15,0,781
158185,39,975228,3,0,487
240357,89,818582,16,3,769
117839,79,197863,10,9,553
53639,61,256250,4,9,404
79036,49,883796,12,3,526
100223,41,923966,11,8,426
82983,70,214650,2,7,457
141164,20,551848,3,3,393
89944,44,608856,9,5,467
137427,16,637534,8,6,381
32674,21,208758,9,9,325
27413,15,658731,12,7,347
69986,39,347493,0,3,393
194009,42,124460,11,0,628
219157,61,185084,10,4,625
38071,4,204228,7,0,392
89229,24,265076,13,10,386
189903,3,938974,13,10,346
137116,1,9778,19,3,516
97306,94,285177,16,6,689
187443,13,665664,18,6,496
143345,54,257589,19,0,713
82542,82,991159,16,8,587
20213,40,768221,5,1,434
78815,11,389585,13,4,426
197371,42,407623,17,5,603
182708,93,463735,16,0,811
78948,4,2521,5,11,300
90066,25,913063,4,1,408
62128,36,84622,12,6,465
218245,64,507922,15,5,655
64504,44,117257,8,5,464
85500,40,638935,11,5,472
67340,92,131855,9,6,604
144222,45,42666,12,9,490
49070,8,147870,18,11,357
88285,85,729451,15,11,554
212454,35,862735,16,8,516
224998,44,263247,15,8,563
225343,18,971547,13,1,542
235513,47,70845,15,1,690
138405,25,689299,14,4,496
160948,41,976546,11,9,439
225575,5,336314,4,6,364
197748,64,760072,10,11,495
33262,62,798567,4,11,345
117409,72,381577,10,2,629
231622,87,193020,1,2,649
170126,3,621868,18,3,504
241563,37,348625,16,2,647
169123,95,190828,18,2,811
174457,93,516076,11,7,650
50587,41,563692,19,6,525
143595,20,789021,4,6,350
70131,67,206639,11,9,502
108019,87,533983,15,1,728
173725,40,212135,0,10,348
190862,85,792154,1,8,508
57018,77,242778,9,5,564
242502,8,574162,1,2,402
132177,5,394057,9,8,335
207064,25,674091,17,8,501
241450,39,387245,0,5,447
200912,37,524933,4,9,395
100184,5,556404,11,5,377
112292,8,565271,16,7,412
234015,4,29402,18,7,502
59561,41,835590,17,5,514
131981,60,490501,12,6,556
228666,54,298613,2,3,539
156142,22,847008,9,0,500
185097,78,276052,13,3,700
48779,19,60269,7,7,343
162688,77,566519,9,11,514
110909,99,831653,1,7,524
132715,68,930219,12,1,638
115477,33,562686,4,6,384
116688,22,586660,10,0,500
132016,65,821756,0,1,513
146869,11,674698,9,7,364
185961,16,662747,12,10,384
210462,68,481924,3,9,484
159666,93,157247,9,3,697
62754,44,30795,11,2,542
68639,88,501378,13,1,693
219298,9,914231,2,10,300
27669,72,505150,1,5,444
144239,78,393064,18,3,725
99509,79,517157,10,2,636
167157,62,692789,6,2,571
43787,86,325249,17,9,601
236692,15,790233,13,2,531
39051,6,775681,6,11,300
201638,1,138485,6,7,353
65615,20,246923,8,8,342
223162,36,896807,11,8,473
198334,2,541953,5,4,373
183711,70,469608,6,0,643
224962,2,883068,3,9,300
151361,3,895823,15,4,438
134123,7,8187,6,0,447
170816,84,589277,7,8,563
143814,64,550072,7,9,476
32945,41,835886,19,7,491
235851,54,669165,2,6,483
129135,41,828147,8,1,519
203036,5,839843,18,1,547
170299,89,120451,12,3,722
239356,82,42186,6,8,603
97494,63,253940,19,8,597
156006,1,859543,14,7,381
191602,25,369873,18,10,486
68168,81,759642,1,4,496
91086,46,505956,11,6,483
211167,15,28093,7,11,354
136915,69,74625,7,8,522
84560,17,226062,12,2,474
46772,21,546762,0,3,319
154794,53,270298,9,1,600
196214,55,677424,8,8,496
82656,87,776559,1,6,491
110625,10,224494,18,5,481
101884,81,160470,13,4,657
132129,57,363810,9,11,447
151949,65,699229,9,6,543
33904,37,9646,7,2,467
101328,7,583959,13,4,418
237645,76,452923,12,1,733
228943,40,116700,5,4,519
95195,50,25391,12,6,526
175756,1,684182,2,10,300
81500,20,900491,19,9,419
49902,31,300016,12,10,375
68606,68,75048,18,6,625
138574,90,160412,15,8,662
246620,12,605893,3,2,435
50571,22,376754,2,7,300
84447,1,376703,14,4,410
91752,1,659862,14,6,372
213016,3,622060,17,0,560
102157,76,572308,6,0,616
232585,21,261655,19,3,613
224803,13,89543,4,4,427
190010,61,807403,7,9,480
72203,13,189448,9,2,427
72805,82,6037,0,5,507
87649,33,705667,10,2,484
145294,6,894028,2,4,314
55910,25,944865,2,10,300
168833,23,276610,14,0,582
39992,88,754660,16,2,683
225386,26,796059,17,6,538
102521,4,414809,7,2,386
70448,35,575985,12,4,477
84903,75,547437,9,6,545
191519,25,541025,2,1,454
25786,20,67854,19,2,530
126316,1,962991,13,3,412
57706,94,549602,12,4,648
124997,68,821719,2,11,388
242516,23,947955,12,8,452
91587,99,857395,19,8,678
248354,22,692731,8,3,497
30611,95,155702,15,8,624
19490,62,182308,7,3,513
65004,1,820099,11,1,397
206706,59,92214,11,9,551
111849,68,25099,18,0,738
144213,19,97170,16,6,495
152449,30,999886,14,3,521
24903,1,258744,17,11,310
160639,48,214493,6,7,470
234493,19,784108,12,7,457
239830,52,864036,18,11,556
194628,85,344779,15,7,683
41606,22,169170,10,5,405
138116,50,683233,4,8,411
229048,66,678918,1,3,550
148332,6,191195,0,4,324
176339,64,554806,15,3,662
238610,21,52763,4,4,460
204441,97,730076,6,1,709
196132,19,59172,8,4,472
31833,91,737491,3,9,454
130256,37,482492,18,7,531
18498,63,224330,19,8,559
140740,29,769137,14,6,476
211382,60,921254,6,6,518
192801,92,667241,17,5,740
25518,34,937110,4,1,402
224109,1,278963,12,9,388
37254,48,616301,2,11,300
245684,89,159827,5,10,583
96438,21,25811,11,9,385
245093,34,451338,17,8,556
171617,26,299841,17,4,561
149417,36,585484,3,5,414
226978,99,637388,19,0,874
202438,23,411560,13,4,523
192793,81,20656,13,5,693
74829,47,157454,0,9,337
108767,76,162103,10,10,525
122399,44,202421,8,1,550
24642,20,60574,17,6,449
98375,27,460476,4,3,406
104217,61,57529,9,4,562
210605,37,394710,14,2,610
218643,84,411579,9,4,674
144412,52,677172,15,11,486
199454,75,937941,3,3,572
179371,92,106741,3,11,526
181107,62,620348,7,9,486
130020,66,7160,5,5,537
134937,24,172415,10,1,517
169655,80,547881,12,2,692
37105,12,655644,18,11,343
227738,16,441299,10,9,409
28736,36,168923,1,0,425
57281,2,544666,2,6,300
94351,89,663851,14,8,607
104932,62,851932,12,1,609
170384,64,852868,9,6,543
92780,29,787891,4,2,411
188740,92,406896,10,4,694
70652,74,543593,13,5,590
146030,87,166373,19,7,712
26718,96,688052,14,3,668
228392,31,694707,12,1,584
111219,83,148261,2,2,588
136727,15,662955,8,7,361
190069,55,477364,7,6,520
177500,33,64370,14,5,550
248367,81,264065,0,4,596
204894,52,627564,1,10,393
172562,20,258741,8,4,455
196281,73,2387,16,0,777
62351,38,338410,8,5,436
56001,3,342510,0,8,300
191928,54,231372,7,7,513
140050,66,4825,4,11,442
31410,18,5282,10,9,334
67685,87,931373,5,0,607
181458,83,510407,16,10,629
220970,7,15451,17,5,525
136317,35,252622,17,2,603
104547,84,762294,4,5,538
218650,84,673265,4,8,554
171358,83,755015,18,5,709
157463,80,133770,12,7,628
41999,85,937500,6,5,523
148090,93,672252,13,5,681
27952,60,782586,7,6,442
227848,24,572356,2,10,333
232870,93,758974,3,9,560
165354,95,596014,9,10,583
102995,39,865134,3,3,418
115351,12,902394,17,7,422
200426,94,422905,11,3,730
32942,53,232198,19,6,566
207010,64,31604,19,0,784
16722,4,114751,14,11,300
182892,94,331601,12,8,660
213259,5,356671,11,9,382
233214,16,934747,7,8,377
180618,27,568075,8,6,438
211102,4,427531,19,7,485
144385,72,294179,8,1,641
81219,48,559132,16,9,487
122775,8,505482,0,11,300
164466,81,278964,5,9,529
204631,46,219077,6,6,501
192777,44,308820,8,0,596
230574,67,757321,9,2,645
172541,91,312058,3,5,601
89041,52,656095,15,4,564
120747,34,334894,11,4,498
76338,62,23968,8,8,483
20492,21,306768,2,5,305
162899,24,364542,8,2,488
131359,44,580034,16,1,619
173564,41,332408,13,8,506
214874,29,124458,4,9,394
217517,6,822929,0,3,348
158941,56,400457,0,10,381
185854,14,738356,2,4,365
167935,50,207080,8,8,485
208059,78,716999,5,4,599
190127,52,541345,8,6,519
219427,88,311844,3,1,676
44136,77,779176,19,1,696
134829,1,538720,18,3,483
29837,12,585776,4,7,300
90592,24,623487,4,1,417
146787,37,543241,13,9,457
163347,84,256039,9,6,623
35191,70,213905,15,0,669
228492,76,115864,5,8,567
75126,85,498793,19,9,627
197864,3,727592,13,5,433
23894,27,29347,17,10,411
99253,53,545537,8,0,566
99114,17,446674,6,9,307
38321,15,216265,17,5,450
123505,39,481712,9,4,489
39959,4,113346,1,11,300
156587,17,965172,12,4,450
220685,11,869874,5,4,398
80196,12,892213,8,3,375
167515,32,396018,19,6,563
199622,27,887858,7,8,395
222051,44,635374,9,3,562
183280,43,756120,15,1,625
147855,91,280177,14,1,760
93649,49,559376,12,1,576
85921,93,633289,17,6,676
248493,73,803959,5,3,616
153054,43,929468,19,3,613
115887,3,303149,8,0,434
225015,29,740594,17,3,594
30316,85,266550,6,5,544
236446,35,444977,4,1,530
238815,48,94538,10,3,614
128652,74,455563,12,10,538
240010,87,728487,2,6,581
214038,39,134191,0,8,398
135357,89,771448,3,1,618
120364,24,58935,18,7,504
17936,20,778247,17,5,432
92400,15,58327,5,7,333
236723,85,970253,9,1,709
89843,76,845526,6,10,449
21709,18,742769,11,0,445
241462,60,101815,7,6,576
35707,87,364276,12,8,564
54384,93,344629,17,8,642
50187,41,925155,13,1,526
81935,69,944400,10,3,565
57536,90,97196,9,0,684
131772,75,107396,5,10,486
170260,11,10370,12,6,447
29245,56,830984,9,1,524
