transaction_amount,transaction_hour,location_risk,device_risk,previous_failed_attempts,is_fraud
154752,17,5,1,6,1
103493,20,8,2,6,1
72244,15,1,4,7,0
173657,10,9,9,6,1
181793,9,3,7,0,1
117463,8,5,6,4,1
50765,11,9,1,0,0
181775,18,5,5,3,1
152210,0,9,4,1,1
93642,17,8,5,2,1
101411,13,7,9,7,1
14425,21,1,3,5,0
167064,20,4,4,7,1
132925,0,9,8,6,1
149168,16,8,3,0,1
68911,10,4,3,5,0
176383,19,1,9,1,1
116837,14,4,5,3,1
193992,3,3,1,7,1
924,14,6,7,0,0
145052,21,5,7,3,1
117818,21,5,6,2,1
66717,13,2,6,6,0
11617,21,3,3,2,0
152855,0,6,3,6,1
148048,8,2,9,4,1
103168,6,4,1,4,1
187526,22,2,7,4,1
115116,10,9,7,3,1
10082,22,3,8,4,1
157770,1,6,6,1,1
145811,1,1,8,5,1
70310,5,3,1,5,0
69952,22,8,1,3,0
113718,18,5,9,3,1
9795,19,8,4,4,0
48682,13,2,3,6,0
31194,2,7,6,5,1
191807,6,9,9,7,1
22287,6,7,4,5,0
118113,3,3,9,4,1
128821,22,7,5,3,1
106783,4,8,7,2,1
1314,16,1,3,6,0
24040,3,3,3,7,0
44506,22,5,3,2,0
174653,12,6,8,4,1
147149,15,3,6,2,1
176011,15,4,9,1,1
189046,1,5,9,1,1
58514,17,3,8,1,0
101540,0,4,1,3,1
156710,17,5,6,3,1
103669,7,2,4,3,1
187413,10,9,4,3,1
60581,23,8,3,3,0
27840,23,6,9,4,1
63428,14,3,2,7,0
181815,15,2,1,2,1
11981,16,7,3,4,0
37096,16,8,4,7,0
163349,11,1,4,2,1
122296,9,6,6,4,1
37277,19,7,1,1,0
66226,5,9,1,0,0
56631,7,3,2,3,0
26219,12,2,4,0,0
117844,1,5,7,0,1
116994,18,1,6,1,1
159087,21,6,9,0,1
133880,9,9,7,0,1
169921,3,9,5,1,1
45089,11,7,6,7,0
22206,17,7,9,2,0
17231,6,8,1,4,0
46653,19,2,9,5,1
189316,23,6,6,0,1
6653,23,5,4,7,0
17981,22,5,5,3,0
1479,3,3,1,1,0
90891,6,3,7,6,1
105764,9,6,8,6,1
69406,14,7,5,0,0
150898,11,1,2,5,1
140260,0,3,8,2,1
165486,19,1,7,7,1
186213,17,3,9,2,1
104612,15,5,4,5,1
16450,4,9,9,3,1
99699,18,3,4,0,1
81497,3,9,3,3,1
79609,5,1,3,2,0
17869,16,6,2,6,0
178421,6,9,3,2,1
101684,23,5,8,4,1
46465,22,2,8,2,0
50285,6,5,2,1,0
133958,8,1,2,4,1
126625,12,9,2,3,1
132792,19,9,7,2,1
36403,13,6,6,5,0
19689,15,9,1,1,0
2982,22,3,2,4,0
193420,8,4,1,1,1
180494,14,6,7,4,1
129336,4,4,6,4,1
155696,17,1,2,4,1
9845,20,7,2,7,0
15961,19,5,2,7,0
91807,7,8,8,5,1
54361,14,9,7,3,0
134009,20,5,1,4,1
74235,8,8,4,4,0
54480,18,1,4,7,0
86189,21,1,7,1,0
105125,5,7,2,4,1
181003,3,6,4,3,1
169427,10,5,1,6,1
160692,9,5,4,5,1
160713,2,9,1,5,1
196944,0,1,2,1,1
158522,11,8,2,6,1
44497,22,2,3,4,0
77185,14,7,8,1,0
63965,14,6,6,7,0
56056,20,2,6,5,0
158625,13,3,9,3,1
193517,6,4,8,1,1
100827,16,7,2,3,1
144078,23,8,6,7,1
15088,18,2,1,7,0
158895,6,8,9,6,1
33900,2,9,4,6,1
170279,2,7,4,2,1
158602,17,1,9,4,1
163707,19,6,3,3,1
199648,21,8,5,4,1
87429,13,5,1,6,0
52384,2,2,6,3,0
56332,6,5,3,0,0
44520,6,8,1,6,0
37810,4,2,6,0,0
92135,2,1,2,0,1
171670,17,4,8,6,1
31383,14,4,2,3,0
197341,19,9,4,5,1
193629,13,3,3,5,1
26068,3,4,9,4,1
62608,23,3,2,0,0
194392,7,2,3,4,1
113535,20,4,7,3,1
85466,12,8,4,4,0
5838,21,1,6,4,0
3198,7,8,3,0,0
95524,14,8,1,6,1
78772,16,3,6,5,0
38344,4,6,4,1,0
139425,19,4,2,2,1
54433,3,1,7,3,0
125449,10,1,5,3,1
51069,17,5,6,3,0
90844,9,8,6,2,1
117386,16,1,9,1,1
175583,14,2,2,5,1
75128,5,7,6,4,0
35521,22,8,9,5,1
132626,20,3,4,7,1
148694,15,8,6,3,1
38675,14,1,7,4,0
3292,7,9,1,0,0
111216,8,2,5,5,1
186440,10,2,4,0,1
127974,1,4,2,0,1
81411,12,3,2,6,0
141574,3,4,2,5,1
80881,8,6,7,3,0
36627,4,7,4,2,1
52281,18,5,6,3,0
91572,21,2,7,0,1
158174,2,3,9,0,1
81319,20,3,2,3,0
143632,2,5,9,2,1
119883,5,5,5,2,1
161654,9,4,6,6,1
147619,4,8,6,4,1
179400,2,6,3,1,1
83365,21,6,7,0,0
50226,23,1,7,7,0
20645,6,6,8,2,0
55214,21,3,5,5,0
93840,17,6,2,6,1
188973,22,6,3,0,1
13990,7,2,9,1,0
121384,0,1,6,5,1
52582,3,3,8,0,0
194569,23,5,8,6,1
132912,6,4,5,6,1
161293,13,7,1,2,1
142390,12,4,6,4,1
71691,9,8,7,3,0
88341,22,7,9,7,1
34822,17,9,2,6,0
49531,0,1,2,5,0
182715,3,5,1,3,1
42100,15,4,5,2,0
72075,15,6,2,7,0
31021,17,1,3,2,0
99365,7,6,2,7,1
88847,9,1,4,7,0
161786,15,1,3,5,1
192361,22,8,9,1,1
17701,23,2,2,7,0
93432,10,6,7,6,1
123354,5,6,3,5,1
151686,0,6,8,0,1
198784,11,8,4,1,1
119104,5,4,4,7,1
147464,12,3,9,3,1
162682,16,6,3,0,1
28100,0,4,7,1,0
130539,7,2,1,3,1
119377,21,6,7,0,1
30483,7,5,2,4,0
142957,23,9,6,6,1
41010,10,6,9,5,1
170200,13,3,6,5,1
156027,23,5,3,5,1
24381,9,8,1,7,0
113938,14,9,4,4,1
4941,6,8,4,6,0
97304,6,3,8,1,1
60255,9,9,7,6,0
158090,3,3,7,2,1
56413,17,8,7,0,0
111788,9,9,2,1,1
148615,18,7,9,2,1
163422,13,4,6,5,1
133094,12,9,2,5,1
32076,14,3,1,5,0
143163,15,3,1,2,1
104505,1,2,1,0,1
53844,3,3,4,0,0
153905,20,1,4,2,1
2573,17,4,9,3,0
139280,16,8,1,5,1
28815,9,5,3,1,0
163382,20,2,3,0,1
37417,8,3,8,6,1
65616,14,1,2,2,0
164534,11,2,6,7,1
54704,20,1,4,3,0
4989,8,2,6,4,0
73848,13,3,5,7,0
32071,12,1,9,7,1
50651,5,9,9,2,0
134373,18,5,1,6,1
109057,3,8,3,3,1
89982,19,5,1,4,0
38058,16,8,6,3,0
5781,18,7,3,0,0
102082,2,4,1,7,1
46970,13,7,6,2,0
128496,16,6,5,6,1
67303,12,3,8,4,1
159324,8,9,2,3,1
50161,0,9,8,7,1
188791,16,5,5,4,1
58335,15,8,8,7,1
37990,17,7,4,1,0
90173,1,9,4,6,1
61501,13,7,4,2,0
11317,21,4,6,0,0
48451,22,4,4,7,0
33841,16,8,9,4,1
151826,2,6,9,5,1
192486,1,9,3,3,1
1508,7,7,7,5,0
43003,1,7,5,4,1
107142,1,4,9,6,1
132390,8,3,2,5,1
181744,19,8,3,3,1
189970,20,7,5,4,1
122289,5,4,5,0,1
109368,11,4,7,0,1
30205,8,1,8,2,0
69734,6,7,8,0,0
117526,11,1,1,4,1
196235,4,4,1,6,1
138791,15,3,3,4,1
143111,4,3,1,0,1
18326,11,1,1,1,0
25422,23,4,8,4,1
117604,19,1,1,2,1
58315,8,8,9,1,0
148050,22,1,2,0,1
137732,6,6,9,6,1
169450,18,7,7,3,1
167384,19,2,9,4,1
94935,22,4,3,3,1
73179,10,3,1,5,0
24046,20,9,1,2,0
162912,11,7,6,1,1
110833,2,2,7,7,1
7353,16,6,9,3,0
79411,6,9,6,7,0
32913,21,3,5,2,0
195503,9,6,2,3,1
158804,22,3,2,3,1
48465,14,3,8,2,0
67693,1,4,1,7,0
164603,12,9,8,4,1
168608,3,8,7,3,1
149585,17,1,7,2,1
38585,23,1,5,3,0
199404,22,7,3,6,1
111604,0,3,7,7,1
16201,1,7,7,4,1
8931,1,9,7,6,1
51997,3,3,2,6,0
5104,2,3,3,2,0
46024,16,2,3,6,0
152681,13,1,4,3,1
37270,1,9,9,7,1
43655,15,6,1,0,0
145834,10,6,7,4,1
118215,12,8,7,3,1
104316,0,5,4,1,1
66030,22,9,1,2,0
178575,1,5,3,3,1
36465,1,2,5,4,0
62288,20,6,2,6,0
98733,4,9,7,4,1
157845,3,3,7,1,1
63571,11,4,5,6,0
148328,2,8,6,1,1
57387,19,6,1,5,0
132817,9,7,4,5,1
59176,19,7,4,3,0
116575,17,4,8,0,1
50251,20,6,2,6,0
67484,20,9,1,7,0
99965,20,3,7,4,1
33641,9,8,6,7,0
72947,0,7,5,0,1
51055,5,4,8,6,1
140462,10,3,2,6,1
190114,1,7,2,6,1
161315,6,9,9,6,1
155681,19,3,1,0,1
87880,20,9,6,3,0
167913,20,8,3,2,1
158070,20,3,5,2,1
100019,17,8,8,2,1
112954,20,4,7,1,1
194120,18,6,4,6,1
61868,3,2,8,6,1
43362,12,8,2,4,0
136678,17,9,7,1,1
20705,19,7,5,4,0
78690,23,8,6,7,0
28331,12,7,3,5,0
79497,18,4,7,4,0
77223,16,1,7,4,0
13615,0,3,2,7,0
87311,5,7,1,3,0
169794,18,7,2,2,1
16700,19,3,8,6,1
159064,0,1,3,1,1
69410,7,9,4,5,0
152973,16,6,8,7,1
168867,20,7,3,1,1
160025,21,1,6,6,1
135601,14,1,2,3,1
135778,17,4,3,4,1
135650,6,7,1,7,1
114480,15,8,9,5,1
171306,6,9,4,2,1
111880,16,1,6,6,1
156647,3,4,7,0,1
66277,11,4,2,0,0
152902,12,3,8,3,1
152285,3,7,9,2,1
151183,20,1,2,0,1
55846,0,9,5,0,1
123175,0,8,2,7,1
174025,6,2,5,7,1
85295,8,2,7,6,0
36918,0,8,6,5,1
168493,15,1,4,5,1
21409,17,7,2,6,0
149860,21,9,7,1,1
28276,14,3,9,6,1
68979,5,7,1,2,0
67692,1,6,3,0,0
84828,8,7,7,5,0
140588,3,7,9,6,1
171166,12,1,5,5,1
197594,22,3,7,5,1
8684,21,1,7,7,0
124655,10,5,4,1,1
93402,12,3,5,2,1
122508,10,1,2,4,1
18930,18,2,8,5,1
77166,7,5,1,2,0
3691,6,3,2,3,0
93978,15,6,3,1,1
125507,2,9,7,4,1
116969,16,6,6,5,1
21495,17,2,7,6,0
185354,14,2,5,5,1
16838,16,8,4,1,0
133803,10,8,7,7,1
149077,4,6,3,1,1
19156,15,7,7,0,0
121756,14,1,2,5,1
115416,9,9,8,7,1
166619,13,5,6,2,1
54518,1,9,3,1,1
37290,15,2,3,1,0
26114,18,8,5,3,0
181450,7,7,3,3,1
125663,14,4,6,3,1
1880,9,3,2,1,0
190430,4,4,8,4,1
42292,19,4,9,7,1
190472,15,8,7,2,1
104975,20,4,3,1,1
99229,21,5,4,6,1
44023,11,2,2,6,0
89296,22,4,9,0,0
2495,12,7,5,6,0
102549,8,3,2,7,1
121847,16,1,6,7,1
146951,19,8,7,5,1
71128,11,8,2,4,0
160894,4,6,1,4,1
138283,23,7,7,2,1
141156,11,2,1,4,1
93276,0,5,3,2,1
27024,19,7,4,6,0
183875,15,9,2,4,1
32677,11,1,7,5,0
138883,8,3,5,2,1
85648,12,6,1,3,0
125193,16,7,8,3,1
135268,16,6,7,4,1
66655,3,1,4,4,0
89948,13,4,2,6,0
8354,18,6,7,2,0
125510,6,8,2,7,1
137137,2,4,6,6,1
189159,0,7,1,7,1
103125,11,3,7,2,1
130609,14,8,7,5,1
33063,10,1,4,1,0
3373,9,4,4,3,0
15430,1,8,5,1,1
152666,3,4,2,1,1
76522,16,2,9,0,0
122189,16,2,4,2,1
3312,7,4,9,0,0
87694,22,4,3,7,0
132252,13,2,9,0,1
32775,23,7,1,7,0
22107,3,6,7,1,0
113905,5,3,4,0,1
82741,18,8,7,5,0
95915,23,8,6,2,1
46915,3,1,4,1,0
83582,2,3,4,2,0
739,19,5,8,5,1
63693,5,2,7,4,0
78138,22,5,4,0,0
93999,6,3,6,1,1
3836,13,9,6,7,0
16573,11,1,1,3,0
128871,15,4,2,2,1
125901,19,6,4,6,1
165191,7,9,6,5,1
107698,22,3,6,0,1
86723,1,3,1,2,0
36920,12,5,8,5,1
57689,7,7,2,2,0
196979,20,5,5,4,1
18514,19,8,4,6,0
127478,15,5,5,5,1
24320,3,7,5,2,1
60631,15,6,8,7,1
110102,19,2,7,6,1
173597,5,3,9,4,1
9487,3,4,1,4,0
76915,15,5,6,4,0
27684,22,9,6,0,0
44883,22,6,2,5,0
170981,20,1,8,2,1
185499,12,3,6,2,1
124594,4,7,9,6,1
115914,14,8,5,6,1
130852,7,7,7,5,1
142029,6,5,6,4,1
173433,13,8,5,2,1
73688,6,9,6,2,0
148167,21,7,4,4,1
13680,6,9,3,3,0
18340,22,1,1,3,0
83546,17,9,1,4,0
104633,9,3,6,6,1
177283,17,6,9,0,1
166038,13,8,8,6,1
81074,9,3,2,6,0
73501,6,4,9,7,1
143383,6,7,8,7,1
190157,6,7,9,2,1
164440,4,4,4,6,1
3746,0,9,9,2,1
186543,13,3,2,3,1
42916,17,8,1,6,0
89560,12,8,9,4,1
44212,7,4,8,5,1
51148,7,7,7,5,0
186083,9,4,8,6,1
132950,16,1,1,0,1
45852,5,1,9,6,1
70826,14,1,9,4,1
158461,14,2,9,3,1
44888,15,6,6,3,0
4847,7,5,4,6,0
145,18,2,2,7,0
7858,19,8,4,2,0
125176,14,9,7,1,1
154609,2,7,1,0,1
150757,5,9,9,0,1
141026,7,4,3,1,1
183248,15,7,4,5,1
57050,14,5,5,5,0
148521,12,5,3,5,1
152520,19,3,4,3,1
165468,14,9,5,4,1
19555,17,5,1,0,0
185193,12,6,9,1,1
170465,23,3,4,2,1
88652,7,7,9,6,1
46216,13,9,4,2,0
120561,10,9,1,6,1
40584,5,5,5,3,0
161387,23,7,9,0,1
81738,0,3,3,4,0
134576,1,6,5,0,1
168432,12,8,3,6,1
100747,0,8,3,5,1
65742,23,2,1,2,0
46109,23,6,2,0,0
128924,3,7,2,2,1
29705,23,7,9,1,0
110979,22,3,7,1,1
184377,1,9,8,2,1
168741,20,2,2,4,1
120927,19,3,9,7,1
5680,15,2,3,4,0
115002,2,9,2,7,1
5500,16,4,1,0,0
170815,4,2,9,2,1
96132,7,3,8,3,1
127419,11,4,4,4,1
107060,22,6,7,6,1
39115,11,5,3,4,0
71813,0,3,3,5,0
146146,0,8,4,1,1
145209,14,8,2,4,1
147339,16,7,4,6,1
88854,1,3,3,4,0
43248,16,1,8,6,1
152706,19,5,2,7,1
122890,8,1,9,5,1
86178,11,6,3,7,0
56979,3,7,4,6,1
119994,12,5,3,4,1
65939,3,4,3,5,0
29856,6,2,8,2,0
143855,13,5,8,2,1
180657,8,9,6,1,1
142197,22,4,4,0,1
149887,0,2,1,5,1
93043,0,6,4,4,1
148288,19,8,8,0,1
36844,3,2,6,2,0
124797,0,9,2,4,1
116172,21,7,3,0,1
133296,9,2,7,5,1
169223,1,5,4,5,1
7276,20,5,4,0,0
91410,23,7,5,6,1
195990,14,5,8,5,1
149848,2,6,7,3,1
45277,22,9,9,2,0
110723,8,3,5,1,1
1097,16,3,1,1,0
190502,20,8,4,3,1
174941,12,6,6,0,1
120279,2,3,6,5,1
120503,3,2,9,3,1
142403,3,2,5,3,1
95387,10,2,5,5,1
119674,6,5,6,2,1
121609,10,5,6,5,1
85547,23,1,3,7,0
109622,10,2,6,5,1
187137,9,2,8,6,1
81244,4,4,6,4,0
192689,12,7,5,0,1
92793,11,3,3,1,1
94415,9,5,1,1,1
27487,6,9,5,3,0
4190,18,5,6,6,0
120946,18,9,6,3,1
156117,18,1,6,3,1
40339,11,9,3,0,0
3843,19,5,4,3,0
31024,21,8,3,3,0
141368,14,5,2,4,1
130260,4,6,8,0,1
91915,23,8,7,2,1
105412,13,2,8,6,1
68960,11,3,6,2,0
172572,20,9,7,5,1
80499,10,5,1,4,0
48895,4,5,5,1,0
51653,15,9,4,5,0
104076,17,3,3,2,1
155283,11,4,2,0,1
113666,4,7,9,1,1
194255,15,2,8,7,1
120068,11,8,2,3,1
61700,22,5,6,0,0
50122,1,1,3,1,0
134371,5,3,3,2,1
50997,22,9,5,5,0
38138,20,5,7,3,0
123423,3,8,7,3,1
186210,12,1,1,6,1
120378,9,7,7,0,1
111154,16,7,7,5,1
7997,13,8,6,3,0
64641,23,3,6,1,0
107068,14,1,2,6,1
14992,7,9,3,6,0
139443,22,1,3,4,1
24915,23,6,3,2,0
45712,17,9,2,0,0
164529,2,2,9,5,1
16367,16,4,6,7,0
18368,23,2,2,7,0
114563,23,4,3,4,1
145435,6,2,6,7,1
95447,12,1,4,4,1
190832,15,3,7,0,1
196699,4,8,6,1,1
194551,3,5,6,5,1
94642,9,4,3,2,1
172443,12,5,8,0,1
66712,9,6,9,5,1
138407,13,6,6,4,1
88857,21,5,2,4,0
147589,11,6,1,0,1
98175,0,9,3,5,1
34709,20,5,3,4,0
102885,19,6,8,0,1
165074,19,4,5,6,1
23745,6,3,1,0,0
194045,8,6,4,2,1
195730,7,5,7,0,1
62333,12,4,5,6,0
111543,13,5,6,5,1
154573,11,7,4,5,1
7871,7,1,2,7,0
172507,20,1,9,4,1
198621,21,1,2,7,1
102701,17,2,2,3,1
133114,15,9,2,2,1
151560,10,5,1,5,1
125324,15,9,3,4,1
83351,13,5,6,4,0
57142,2,7,7,2,1
53840,20,6,1,7,0
197045,1,2,5,2,1
47124,2,3,5,7,0
154622,3,5,1,4,1
57065,21,4,4,6,0
10157,4,6,1,3,0
9083,9,8,1,6,0
130569,19,8,7,1,1
20095,1,3,7,6,0
114687,11,4,3,4,1
38986,4,1,7,2,0
89125,4,2,3,0,0
95249,22,9,2,0,1
94120,0,2,4,2,1
2773,3,6,3,6,0
166062,20,7,7,2,1
77613,23,6,1,1,0
23566,11,8,6,5,0
92645,11,9,2,7,1
50506,15,8,8,2,0
134860,23,5,5,7,1
69384,16,8,3,7,0
114679,20,9,7,0,1
13765,9,8,2,3,0
20741,16,2,5,2,0
163672,16,2,8,1,1
35897,17,3,1,7,0
46050,1,7,1,3,1
156218,3,9,3,1,1
129654,18,8,3,3,1
102439,10,9,7,2,1
113531,16,6,6,7,1
140810,11,1,7,0,1
21273,1,4,4,3,0
144394,5,6,2,4,1
181236,8,6,2,5,1
168182,4,8,1,1,1
18195,19,1,9,3,0
123654,20,2,7,7,1
132611,8,2,3,1,1
125714,22,6,2,0,1
136547,7,7,3,1,1
89123,19,2,7,1,0
107281,7,5,5,4,1
20700,21,6,3,1,0
2566,20,4,9,3,0
176269,22,1,2,7,1
110034,5,3,7,1,1
53376,2,9,6,7,1
181289,4,6,6,2,1
178143,8,2,7,1,1
7028,6,9,6,2,0
55409,3,4,2,5,0
172060,6,8,5,1,1
175004,4,7,3,6,1
116296,10,3,9,5,1
9504,14,8,8,7,1
164811,1,4,2,6,1
191770,12,2,1,1,1
197571,21,5,4,3,1
113287,15,1,4,6,1
110549,6,8,2,2,1
27784,7,8,7,7,0
68691,5,3,3,5,0
119921,23,1,7,5,1
2782,6,4,7,2,0
111286,17,9,1,4,1
169218,21,9,6,1,1
21932,21,1,4,1,0
17097,19,7,8,3,0
34740,6,6,8,4,1
40591,2,7,3,4,1
63143,4,7,4,6,1
112275,0,8,1,7,1
128668,14,8,2,3,1
114350,2,2,7,5,1
72825,7,4,7,2,0
128231,8,4,9,5,1
45620,14,8,9,0,0
63019,9,3,9,3,0
109969,1,3,6,2,1
64542,19,2,8,5,1
152942,4,1,9,5,1
105346,18,8,7,4,1
178670,12,9,4,3,1
109787,10,9,4,0,1
123547,0,8,6,1,1
61577,21,5,4,3,0
344,14,1,7,7,0
163960,17,9,8,0,1
79553,15,6,8,7,1
188909,8,7,8,0,1
177661,0,8,2,7,1
128062,10,5,2,3,1
71403,8,6,2,2,0
28490,22,7,2,3,0
10347,10,7,4,5,0
190891,12,2,5,6,1
165850,1,1,4,4,1
29683,13,8,5,5,0
139248,5,5,4,0,1
149178,7,2,7,0,1
146223,17,3,1,1,1
135486,15,6,1,0,1
28770,20,6,2,6,0
198723,11,8,1,1,1
125020,10,5,3,0,1
10336,5,5,6,0,0
35668,2,7,6,3,1
191486,13,5,1,3,1
107427,1,9,6,4,1
110288,10,6,5,5,1
16452,21,7,7,2,0
125821,2,8,6,4,1
176822,17,5,7,0,1
141518,0,4,2,4,1
156328,23,8,1,3,1
56004,0,9,7,5,1
145207,11,1,9,0,1
122241,14,3,2,7,1
16208,4,4,7,0,0
2953,5,7,3,4,0
84256,15,6,6,5,0
4276,11,1,3,7,0
100559,11,4,5,6,1
157092,2,6,2,1,1
186022,22,3,8,6,1
138001,1,2,8,7,1
123325,6,2,7,7,1
118558,1,4,6,2,1
110993,20,1,1,7,1
74027,6,2,8,5,1
118278,10,2,1,4,1
40767,10,4,8,6,1
197014,13,4,2,4,1
167015,2,1,8,2,1
181980,13,7,4,0,1
161715,10,7,7,0,1
6711,3,1,5,1,0
88342,16,8,8,4,1
84712,15,7,6,2,0
47002,2,7,5,4,1
33143,9,6,1,3,0
136443,20,4,3,4,1
72967,14,8,9,4,1
77189,7,2,9,3,0
58845,17,7,5,3,0
193249,2,3,3,6,1
190291,6,3,6,7,1
142745,9,7,5,7,1
152581,19,3,1,2,1
86070,8,5,2,6,0
24564,13,8,5,0,0
174012,22,4,9,1,1
179957,13,7,4,6,1
118623,10,7,9,3,1
20762,0,2,3,0,0
18328,3,8,1,7,1
60821,5,9,6,2,0
180395,21,6,7,5,1
138558,21,5,4,4,1
6962,4,1,5,2,0
40208,2,1,4,2,0
91888,1,9,3,3,1
80240,2,4,1,1,0
158373,8,1,6,6,1
68678,18,3,5,3,0
50066,18,6,1,4,0
185946,16,8,5,3,1
10486,17,2,6,4,0
77328,10,8,5,3,0
146397,11,1,1,5,1
