age,monthly_income,loan_amount,credit_history_years,existing_debt,employment_years,debt_to_income,loan_approved
52,32297,1298313,1,267688,10,8.288323992940521,0
36,17011,1202327,0,771143,15,45.33202045735113,0
24,135234,1465153,4,406491,15,3.0058343316029994,1
57,59014,1169962,13,760649,1,12.889297454841223,0
41,157810,136124,8,587536,9,3.723059375198023,1
34,109333,1466470,7,296694,11,2.7136729075393524,1
51,193570,1962493,13,412857,7,2.1328563310430337,1
38,26120,386199,12,202821,10,7.764969372128637,0
27,154839,141911,3,780237,9,5.039021176835293,1
30,37852,935050,4,277749,12,7.337762865898764,1
27,94239,1569065,12,496389,16,5.26734154649349,1
53,147001,772030,4,50713,6,0.34498404772756647,1
43,106575,1043978,5,413606,2,3.8808913910391745,1
41,110040,497244,2,337547,19,3.067493638676845,1
39,163510,1319670,4,528269,12,3.2308054553238335,1
39,194587,426036,1,381382,18,1.9599562149578338,0
56,20744,287723,9,95335,6,4.595786733513305,0
49,188489,1431848,0,107441,8,0.5700120431431012,0
38,153141,1509900,10,16984,18,0.11090432999653914,1
22,57359,888927,0,649868,12,11.329834899492669,0
21,165871,132806,9,415976,7,2.507828372651036,1
25,113746,1978193,6,656884,17,5.775007472790252,1
40,135906,781893,1,642742,1,4.729312907450738,0
31,22597,1328673,3,49402,17,2.186219409656149,0
22,62093,1024334,4,91656,17,1.476108418018134,1
23,183298,1042144,6,65614,10,0.35796353479034143,1
43,129650,247478,1,166963,0,1.2877979174701117,0
32,172489,537436,13,353153,13,2.0473943265947394,1
40,164765,1793455,5,433048,15,2.62827663642157,1
25,135956,1410369,0,307980,10,2.2652917120244784,0
57,130598,1788460,6,783077,0,5.996087229513469,1
58,199233,539709,8,655337,6,3.289299463442301,1
50,148241,1787821,4,794042,15,5.356426359779008,1
29,168124,487585,4,633669,13,3.7690573624229735,1
54,23036,1330780,3,486134,14,21.103229727383226,0
55,46778,407546,2,15791,13,0.3375732181794861,1
42,173806,867108,8,58047,10,0.33397581211235516,1
44,169245,900525,4,494064,15,2.919223610741824,1
37,176475,1539556,7,234898,18,1.3310553902819096,1
30,152416,231871,8,461122,16,3.0254172790258242,1
50,33800,391558,4,675025,5,19.971153846153847,0
43,40372,548512,9,70246,10,1.7399682948578223,1
52,76516,1453815,8,196936,16,2.573788488682106,1
37,35538,817442,1,234955,8,6.611373740784512,0
37,78918,1695171,8,348292,17,4.413340429306369,1
34,161045,525278,10,570178,16,3.54048868328728,1
29,86155,1980440,3,400010,11,4.64291103244153,1
22,74500,344067,5,557176,4,7.478872483221476,1
45,182647,429593,5,137821,10,0.7545757663690069,1
59,188333,544955,5,570819,3,3.030902709562318,1
29,125659,1334574,1,343130,3,2.730644044596885,0
42,42716,1570180,6,346140,2,8.103286824609047,0
24,149308,1932582,12,580305,16,3.8866303212152062,1
46,161920,1535183,5,497163,6,3.070423666007905,1
49,17352,1096195,10,57676,3,3.323881973259567,0
54,148004,696045,13,535848,12,3.620496743331261,1
43,91449,1676528,0,447617,11,4.894717274109066,0
57,23556,1952392,1,50468,0,2.142469010018679,0
31,101836,867459,6,687823,18,6.7542224753525275,1
26,151570,740824,0,451989,19,2.9820478986606846,0
38,65098,1395205,14,618634,17,9.503118375372516,1
41,127169,1358014,0,665078,10,5.229875205435287,0
56,155641,200528,0,717997,19,4.613161056533947,0
58,141060,518011,7,786460,2,5.575358003686374,1
54,145544,347698,3,47599,16,0.32704199417358326,1
37,15340,1407642,3,148469,11,9.678552803129074,0
57,190021,1374129,12,240270,9,1.2644391935628168,1
45,97302,774687,1,45406,7,0.4666502230169986,0
58,15138,796760,10,67560,14,4.462940943321443,0
32,146430,348783,10,516394,4,3.5265587652803387,1
43,134619,1329758,10,628431,3,4.668219196398725,1
42,100376,1555419,0,520112,19,5.181637044711883,0
41,114931,1904700,11,144575,18,1.2579286702456256,1
47,176726,1187613,9,54943,3,0.3108936998517479,1
51,171951,1832776,8,75839,14,0.44105006658873747,1
26,96532,1808136,6,606962,16,6.287676625367753,1
47,70778,798423,3,549633,11,7.765591002853994,1
54,52772,1287063,11,249495,2,4.7277912529371635,1
32,73478,68074,5,50390,9,0.6857834998230763,1
27,41762,720909,13,750401,14,17.968512044442317,0
30,159355,1390683,1,321701,9,2.0187694142009978,0
37,185492,1583248,6,1906,17,0.010275375757445065,1
46,70568,1850298,1,532249,0,7.542356308808525,0
41,100090,806967,9,157212,2,1.570706364272155,1
48,35219,626553,7,189773,11,5.388369913966893,1
22,72169,66061,7,339711,0,4.707159583754798,1
21,89965,1550018,0,342808,2,3.810459623186795,0
56,192912,1258458,12,81199,2,0.42091212573608694,1
46,190767,503222,7,785216,4,4.116099744714757,1
49,99754,687790,1,99764,18,1.0001002466066524,0
41,92988,1383520,5,122357,0,1.3158364520153139,1
31,165023,1476912,12,342873,3,2.0777285590493446,1
31,147379,552175,0,421777,3,2.861852774140142,0
56,95388,1355081,4,312712,16,3.278315930725039,1
59,105768,681516,10,619256,13,5.854852129188412,1
55,50428,256548,6,160576,17,3.184262711192195,1
54,107021,1561252,12,564585,0,5.275459956457144,1
44,133418,500983,9,610682,15,4.577208472619886,1
42,185047,1913062,0,461823,2,2.495706496187455,0
25,147212,518535,14,16939,8,0.11506534793359237,1
53,170914,546005,1,443931,3,2.5973940110230878,0
56,41421,750757,6,306604,4,7.4021390116124675,1
40,16708,1111809,5,199294,10,11.928058415130476,0
39,149702,816565,2,62119,8,0.41495103605830247,1
55,165667,533236,13,690681,2,4.169092215106207,1
37,91021,1779004,9,144258,5,1.5848870040979555,1
54,174380,902159,1,409675,10,2.3493233168941394,0
29,59789,1975618,9,218827,8,3.6599876231413804,1
46,41086,1431173,3,267201,14,6.503456165117072,1
22,31859,678423,2,149805,2,4.702124988229386,0
29,22684,1517624,6,150685,0,6.642787868100864,0
29,106088,420608,7,632900,19,5.965801975718271,1
37,147279,267314,1,377224,18,2.561288438949205,0
21,61099,587970,9,479498,13,7.847886217450368,1
45,81093,1584090,6,136260,16,1.6802929969294513,1
45,175761,204455,7,238178,13,1.3551242880957663,1
59,63651,1418880,5,259418,16,4.075631176258032,1
55,28893,798692,5,29680,13,1.0272384314539853,0
23,81418,335810,9,234433,11,2.879375568056204,1
57,140074,1419537,0,364446,15,2.6018104716078643,0
50,118065,1714062,3,467616,0,3.960665734976496,1
58,145351,477858,13,448934,12,3.088619961334975,1
54,53635,1664694,0,560733,5,10.454609862962618,0
32,110071,1594859,3,530084,16,4.8158370506309565,1
39,93518,584522,1,694491,11,7.426281571462178,0
57,121233,631904,10,401339,18,3.310476520419358,1
37,118651,321365,12,663582,5,5.592721510986001,1
30,87805,1241058,4,423041,6,4.817960252832982,1
32,174136,1833991,9,592610,0,3.4031446685349382,1
36,137813,766773,13,754534,0,5.475056779839347,1
44,94063,1099627,8,634388,4,6.744288402453675,1
39,17454,1995537,10,523321,5,29.982869256330925,0
28,35878,1699782,14,419204,15,11.684151847929092,0
51,197170,128116,11,99244,15,0.5033422934523507,1
41,159063,434370,9,491860,13,3.0922338947461068,1
37,83344,1327507,2,387932,0,4.654588212708774,1
43,119946,1405477,7,357395,12,2.979632501292248,1
57,51593,569385,2,130364,19,2.526776888337565,1
36,51304,1481728,5,410259,9,7.996627943240293,1
26,176458,1622138,3,468977,9,2.6577259177821353,1
28,128613,1831411,7,402968,8,3.1331824932160823,1
45,167155,276572,10,200065,12,1.1968831324220035,1
38,33354,181379,5,697976,2,20.926305690471906,0
45,37190,1679753,7,52127,17,1.4016402258671685,0
32,21142,1036399,0,786885,19,37.21904266389178,0
35,174470,276256,5,611650,1,3.505760302630825,1
46,198043,872376,0,273120,16,1.379094439086461,0
46,56862,935987,0,638464,18,11.228307129541697,0
52,199482,612422,7,99122,12,0.4968969631345184,1
30,165575,470539,14,332548,12,2.0084433036388343,1
36,140438,1607997,6,344076,0,2.45002064968171,1
27,63456,252834,2,621458,1,9.793526222894604,1
37,115167,1579017,5,339851,0,2.9509408076966492,1
43,97035,1326155,14,482863,4,4.976173545627867,1
46,23016,600242,8,217912,2,9.467848453249912,0
41,17384,760381,6,772466,6,44.43545789231477,0
42,161144,1450679,11,235851,12,1.4636039815320459,1
27,117239,801287,2,355933,17,3.035960729791281,1
34,126431,1833802,13,620804,6,4.9102198036873865,1
35,95018,1824363,13,532245,0,5.601517607190217,1
27,55510,1365712,12,507750,4,9.147000540443164,1
29,195005,576249,5,107724,16,0.5524166047024436,1
28,36826,586785,10,398008,7,10.807798837777657,1
43,83026,475767,3,275381,14,3.316804374533279,1
49,136668,1879310,13,403923,19,2.955505312143296,1
38,171590,849687,12,689566,3,4.018684072498397,1
51,39045,185639,2,527831,1,13.518529901395825,0
50,196948,1933855,8,699495,4,3.5516735381928224,1
59,105102,810177,9,247541,0,2.3552453806778177,1
55,66919,1801939,1,628935,4,9.398451859710994,0
38,114441,1118965,0,559319,5,4.887400494577992,0
59,173175,1274171,14,174001,1,1.0047697415908763,1
37,182260,1484522,13,327891,0,1.7990288598705146,1
34,151917,373720,1,451067,3,2.9691673742899085,0
51,182746,1094846,6,317455,6,1.737137885370952,1
44,133325,880351,9,505329,0,3.790204387774236,1
55,34337,787463,0,760691,0,22.153682616419605,0
54,168385,53358,5,65867,7,0.39116904712415,1
23,173015,400679,13,88780,19,0.5131346993035286,1
57,92949,551110,6,57196,15,0.6153482017020087,1
46,15276,1351133,8,597993,12,39.14591516103692,0
43,66151,257596,14,500653,17,7.568336079575516,1
59,163683,1877352,13,276735,19,1.6906764905335312,1
35,158016,680270,7,621535,9,3.93336750708789,1
24,67887,278129,5,704253,11,10.373900746829289,1
49,96442,1890706,2,727,0,0.007538209493789013,1
42,64847,378953,7,43822,9,0.6757752864434746,1
45,73653,667367,6,365543,8,4.963042917464326,1
33,71622,1154381,2,112113,2,1.5653430510178437,1
38,42810,212421,8,219606,18,5.1297827610371405,1
53,92842,1306425,11,392575,8,4.228420327007173,1
36,137225,911465,1,390732,9,2.8473820368008744,0
22,25503,288483,2,584379,18,22.91412774967651,0
55,99761,1983247,1,473594,15,4.747286013572438,0
54,183048,442551,12,154591,17,0.84453804466588,1
50,141439,1142617,0,410609,13,2.9030818939613545,0
33,26590,1916962,3,205603,2,7.732342986084994,0
33,156958,320146,4,179006,1,1.1404706991679303,1
38,158938,1430503,12,372949,0,2.346506184801621,1
52,81624,157524,5,159912,17,1.959129667744781,1
52,178864,268306,4,613655,8,3.430846900438322,1
55,155836,961289,0,13265,12,0.08512153802715676,0
59,135356,594026,2,398640,1,2.945122491799403,1
49,57727,1895711,0,413841,6,7.168933081573614,0
49,93471,163776,10,603910,15,6.460934407463277,1
36,23068,230494,4,684547,18,29.675177735391017,0
30,131923,242971,4,298073,14,2.2594467985112527,1
50,153367,979896,11,324036,10,2.112814360325233,1
45,187232,1929732,10,675899,0,3.609954494958127,1
59,26390,1917307,12,318774,6,12.079348237968928,0
40,121752,327785,5,221711,19,1.8210049937578028,1
25,166203,1440254,7,486626,7,2.9279014217553234,1
21,109754,318449,9,170457,9,1.55308234779598,1
50,90969,803622,11,655313,4,7.2036957644912,1
23,161110,1379502,0,611868,8,3.797827571224629,0
34,198399,1438977,3,339606,0,1.711732418006139,1
50,92064,286371,9,637684,1,6.926529370872436,1
24,36281,652251,10,359181,18,9.899975193627519,1
38,69189,696275,0,95310,13,1.3775311104366301,0
57,63511,1774502,8,156080,19,2.4575270425595566,1
45,137115,174591,10,311072,9,2.268694161834956,1
21,23605,642054,6,738456,8,31.283880533785215,0
35,115318,580799,6,89876,9,0.7793752926689675,1
29,147453,689104,11,549264,5,3.725010681369657,1
35,34810,550981,4,769302,16,22.10002872737719,0
44,170394,823720,6,387128,5,2.271957932791061,1
24,56869,993681,11,682986,3,12.009812024125623,0
32,47955,316909,14,360400,19,7.515379001146909,1
57,76388,1250002,1,362681,2,4.747879248049432,0
57,25207,1384649,13,190861,18,7.571745943587099,0
26,174292,1258468,12,633619,17,3.635387740114291,1
59,37031,1210152,3,719005,3,19.41629985687667,0
44,95807,1521315,13,251666,7,2.6268017994509796,1
31,86312,1693952,13,269670,16,3.1243627769024007,1
33,74766,1033667,6,628151,4,8.401559532407779,1
54,158521,1176101,2,199121,12,1.2561174860113171,1
45,104833,63780,1,335510,0,3.2004235307584445,0
27,126041,318733,9,452333,12,3.5887766679096487,1
24,131185,930096,1,56096,3,0.42760986393261424,0
28,192164,1013443,12,663270,13,3.451583022834662,1
40,25350,1543285,0,50248,2,1.9821696252465484,0
49,115859,154188,4,205728,4,1.775675605693127,1
30,83487,667614,11,79888,6,0.9568914920885886,1
54,163694,877385,5,206354,0,1.2606082079978496,1
46,138853,640073,5,240346,11,1.7309384745018113,1
23,68117,1642173,8,618821,10,9.084677833727264,1
26,116084,1677059,3,41954,7,0.36141070259467284,1
25,38782,1124477,0,351863,5,9.072843071528029,0
25,43454,1777512,5,664164,1,15.284300639756985,0
43,82904,1523300,14,748065,18,9.023267876097655,1
29,144936,517927,4,262739,19,1.8127932328752001,1
55,161664,1648328,9,291736,19,1.8045823436262867,1
40,168245,1376980,5,564931,13,3.3577877500074296,1
55,179276,699285,2,254793,0,1.4212331823556974,1
38,181668,347584,1,324809,9,1.7879263271462227,0
37,180396,1455802,5,268116,15,1.486263553515599,1
44,137258,942015,12,278026,3,2.025572279939967,1
23,126668,630971,0,721754,10,5.6979979158114125,0
52,139184,436350,6,464271,15,3.335663582020922,1
55,176822,222502,6,679129,19,3.84074945425343,1
58,31566,1606570,9,549308,0,17.401888107457392,0
33,153262,1779041,12,364765,15,2.3800093956753794,1
45,53333,1701348,6,44912,18,0.8421052631578947,1
29,136929,824107,14,12879,8,0.09405604364305589,1
24,104571,904741,11,558086,8,5.336909850723432,1
34,135263,882359,10,632079,8,4.67296304236931,1
57,147661,1305062,9,483042,16,3.271290320396042,1
54,40235,1927954,0,701433,11,17.43340375295141,0
31,15159,962935,14,337935,12,22.292697407480706,0
23,158217,499777,3,487947,7,3.0840364815411743,1
48,177993,191449,12,658210,15,3.6979544139376266,1
49,119859,627880,6,159472,17,1.3304966669169607,1
29,162309,1236995,10,798385,0,4.918920084530125,1
23,122507,345920,8,630698,0,5.148260915702776,1
45,154316,971287,4,649443,11,4.208526659581637,1
54,29743,1678662,12,154607,5,5.19809703123424,0
32,61101,185370,1,730896,8,11.96209554671773,0
29,136534,906636,6,468255,4,3.429585304759254,1
35,99227,922639,9,252712,15,2.5468068166930373,1
45,86126,1985364,0,4055,17,0.04708218191951327,0
25,71071,498377,6,300314,16,4.225549098788536,1
31,89763,897084,5,229016,17,2.5513407528714502,1
54,158309,541830,6,762945,0,4.819340656564061,1
44,161721,966004,13,290395,18,1.795654244037571,1
35,183785,293767,12,660284,7,3.592697989498599,1
58,191481,1643786,9,48037,2,0.250870843582392,1
28,194838,477244,2,92115,4,0.4727773842884858,1
25,61154,554677,14,472032,7,7.718742845929947,1
46,22016,1512108,2,482870,18,21.93268531976744,0
38,194760,913428,6,70400,17,0.36147052782912303,1
26,104678,1508760,12,623813,17,5.959351535184088,1
57,127056,866698,1,363308,0,2.8594320614532176,0
33,69238,568895,0,223457,14,3.2273751408186255,0
48,73608,1325393,8,748462,17,10.16821541136833,1
25,104081,467216,8,141774,6,1.3621506326803163,1
33,177969,981515,6,15385,15,0.08644763975748586,1
37,65961,1101442,6,795768,15,12.064219766225497,0
52,190829,162669,2,560309,14,2.9361837037347573,1
49,41917,842330,9,508670,5,12.135171887301095,0
23,168808,330539,14,117369,8,0.6952810293351026,1
54,42990,1792955,1,744990,6,17.329378925331472,0
47,77551,1070747,10,573399,13,7.393831156271357,1
33,168512,316150,6,89402,10,0.5305378845423472,1
53,181277,739753,8,644062,15,3.5529162552337032,1
26,95811,1895964,0,253724,5,2.6481719218043858,0
44,70103,493258,12,739945,15,10.55511176411851,1
39,187699,539415,13,227600,19,1.2125797153953937,1
36,121122,997135,3,704397,15,5.8155991479665134,1
48,34008,1456396,5,473319,11,13.91787226534933,0
53,47402,696012,6,649983,16,13.712142947554955,0
33,199456,1685765,9,134585,4,0.6747603481469597,1
45,151865,943659,6,770543,12,5.073868238237909,1
56,151643,774857,9,668695,7,4.409666123724801,1
47,162281,538029,1,699500,4,4.31042451057117,0
58,128550,1740056,13,104126,11,0.8100038895371451,1
27,189220,222646,3,735733,8,3.88824120071874,1
25,106218,1392137,4,601946,2,5.667080909073792,1
51,148296,400164,13,165912,2,1.1187894481307654,1
43,194767,1444359,11,631121,0,3.2403897990932755,1
30,135779,1556798,0,118637,17,0.873750727284779,0
52,144714,1193457,0,617508,11,4.267092333844687,0
50,47441,292934,9,26393,8,0.5563331295714677,1
59,185201,182659,2,581768,8,3.14127893477897,1
51,77368,1744552,14,479551,17,6.198311963602523,1
38,107122,551323,14,664467,17,6.202899497768899,1
56,59760,689872,9,521397,6,8.724849397590361,1
22,38478,1808646,2,792425,3,20.594235667134466,0
34,142881,1971575,11,93650,12,0.6554405414295813,1
33,86854,797108,7,758685,16,8.735176272825662,1
49,109230,912318,8,518196,1,4.744081296347157,1
32,100716,986320,14,52066,13,0.5169585765916042,1
59,158252,1839760,13,373994,2,2.363281348734929,1
22,113538,865864,10,16138,4,0.1421374341630115,1
52,30372,1278265,11,118558,13,3.903529566706177,0
33,44796,1433093,0,258480,2,5.770158049825877,0
47,113826,1263865,13,437743,6,3.845720661360322,1
37,135592,1381604,10,271334,17,2.0011062599563396,1
51,108635,317598,1,78422,12,0.7218852119482672,0
54,126022,1697824,9,711058,9,5.642332291187253,1
44,69040,1200997,1,606603,12,8.786254345307068,0
55,90357,1336821,14,29086,15,0.32190090419115286,1
26,93356,1666482,3,125604,8,1.3454303954753846,1
39,31211,1051452,1,119324,1,3.8231392778187177,0
50,120426,1145687,6,476785,4,3.9591533389799545,1
27,20842,482829,12,740970,16,35.55177046348719,0
30,81852,266750,14,391065,3,4.777708547133852,1
52,140737,170592,8,3435,16,0.02440722766578796,1
54,60968,284000,6,160014,8,2.6245571447316625,1
48,32508,830277,11,714995,19,21.994432139780976,0
35,168077,372137,5,422275,1,2.512390154512515,1
50,69575,1227228,14,712917,17,10.246740927057132,1
57,165043,976352,9,375601,10,2.2757766157910364,1
49,171671,558069,0,426042,12,2.4817354125041504,0
42,81914,1701536,10,292441,7,3.570097907561589,1
24,82055,1873215,9,568178,0,6.924355615136189,1
40,102697,902557,8,283466,16,2.760216948888478,1
52,121239,1316092,4,560027,11,4.619198442745321,1
56,138106,429653,10,402935,3,2.9175778025574557,1
24,20355,1160178,4,603841,12,29.665487595185457,0
47,69120,253117,5,8314,8,0.12028356481481481,1
37,53342,287069,8,618119,6,11.587848224663492,1
32,17257,616510,12,369802,4,21.42910123428174,0
42,42364,1934231,7,641462,4,15.141676895477293,0
37,171044,1339660,7,146429,16,0.8560896611398237,1
30,126715,1340894,13,229937,8,1.8145996922227046,1
21,41654,1688197,7,544653,5,13.075646996686993,0
42,96423,758092,0,301173,18,3.123456021903488,0
46,44320,1483370,0,263881,15,5.953993682310469,0
38,35808,1147996,7,393186,1,10.98039544235925,1
34,67389,649792,4,729992,9,10.832509756785232,1
49,133581,1625326,8,609762,15,4.56473600287466,1
32,142927,321604,1,340362,4,2.3813695103094585,0
56,49773,673607,8,779966,14,15.670463906133847,0
55,197240,1879538,11,158571,12,0.8039495031433787,1
32,173819,714635,13,765387,12,4.403356364954349,1
27,91396,718629,7,241474,12,2.6420631099829315,1
49,122692,1752457,8,128692,14,1.0489029439572262,1
31,72505,1221248,3,762790,13,10.520515826494725,1
53,100896,1557734,0,701517,7,6.95287226450999,0
26,33135,1433640,0,390555,10,11.78678134902671,0
35,105887,563953,4,172106,17,1.625374219687025,1
52,137118,1907561,1,294,3,0.002144138625125804,0
31,62377,467582,13,98185,9,1.5740577456434262,1
43,169626,94036,7,797866,0,4.7036775022696995,1
46,77491,1247017,9,58382,4,0.7534036210656722,1
54,73283,192867,10,300242,12,4.097021137235102,1
54,31923,1168597,4,528943,0,16.569338721298124,0
49,62591,419349,4,607317,7,9.70294451278938,1
24,77261,1559946,1,308372,2,3.9913022093941315,0
37,69336,735503,6,3771,2,0.05438733125649013,1
55,89083,472641,12,336243,6,3.7744912048314494,1
33,75948,1973217,7,645099,3,8.493956391215042,1
59,179074,387283,9,320580,2,1.7902096340060534,1
35,41672,810592,12,107779,14,2.5863649452870034,1
49,19213,1628232,0,649179,7,33.788528600426794,0
49,156365,1758557,1,779085,2,4.982476897003806,0
31,77507,633117,9,485319,6,6.261615079928265,1
52,72134,441180,3,778760,17,10.796018521085758,1
22,148172,1552086,4,556664,10,3.7568771427800125,1
34,43172,851151,12,480674,10,11.133929398684332,1
40,35132,1652091,1,77924,16,2.21803484003188,0
42,33199,683718,0,553620,5,16.675803488056868,0
31,51609,450782,8,393145,7,7.617760468135403,1
47,189037,62306,13,571025,0,3.020704941360686,1
23,154088,628110,0,393056,9,2.550854057421733,0
37,185851,74042,12,89031,18,0.47904504145794213,1
48,46881,458302,14,467186,2,9.965359100701777,1
49,39472,722747,3,183024,3,4.636805837049048,1
41,197885,663712,1,283135,10,1.4308057710286277,0
36,182093,1281266,10,27472,14,0.15086796307381392,1
57,69131,797410,3,59946,0,0.8671363064327147,1
40,170159,199395,7,498782,8,2.9312701649633577,1
26,27828,1640883,7,263685,10,9.47552824493316,0
39,111664,911858,14,653525,18,5.852602450207766,1
25,147473,1663727,10,2765,12,0.01874919476785581,1
23,30193,1088457,11,305218,15,10.108899413771404,0
21,190936,685311,8,364939,3,1.9113158335777434,1
58,166379,1764219,12,684643,0,4.114960421687833,1
35,117518,985783,14,625675,19,5.324078013580898,1
54,34611,1407719,10,775404,12,22.403397763716736,0
55,189863,112780,14,493377,0,2.5985947762333894,1
45,158022,859340,11,673166,4,4.259951146042956,1
44,91240,1815520,4,789404,4,8.651950898728629,1
32,17745,1486998,6,673616,13,37.960890391659625,0
38,70243,1998010,2,366047,13,5.2111527127258235,1
35,18866,1542017,9,518790,7,27.498674864836214,0
36,178317,1791888,3,149725,3,0.8396563423565897,1
47,190796,1199282,9,627867,6,3.2907765361957275,1
28,143681,1791599,8,479885,19,3.3399336029120064,1
45,86354,172019,9,39339,18,0.4555550408782454,1
37,66374,421852,9,418973,14,6.312306023442915,1
49,129397,1815317,13,304543,3,2.3535553374498637,1
28,139577,229001,11,407922,18,2.9225588743131032,1
35,176188,845775,0,552197,8,3.134135128385588,0
47,96029,1961181,1,518993,12,5.404544460527549,0
27,108574,1198836,4,712932,13,6.56632342918194,1
23,166519,1269439,2,479095,13,2.8771191275470067,1
49,45431,734494,1,157541,9,3.46769826770267,0
44,163980,1079870,0,132385,15,0.8073240639102329,0
23,44336,1801037,9,401063,4,9.045989714904367,0
40,55992,643731,2,141002,5,2.5182526075153593,1
35,70350,804471,0,3285,1,0.046695095948827293,0
45,84561,369674,11,385781,12,4.562162226085311,1
50,66955,1538591,0,560151,12,8.366081696661936,0
34,76240,710187,11,147776,18,1.9383001049317943,1
27,166165,146143,0,655915,17,3.947371588481329,0
37,152227,1816589,7,545611,18,3.584193342836685,1
40,61607,194771,14,333112,0,5.407047900400928,1
56,179559,1070332,2,53915,7,0.30026342316453086,1
29,167035,1605289,10,371687,15,2.2252042985003144,1
58,196196,1058923,0,665979,1,3.3944575832330934,0
42,67870,950959,6,203462,7,2.997819360542213,1
22,79110,1870908,9,784278,5,9.913765642775882,1
44,199626,710673,2,507553,15,2.54251951148648,1
28,167008,1767534,7,466389,10,2.7926147250431117,1
31,131895,161362,3,373410,16,2.8311156601842375,1
33,19426,1869381,3,440924,18,22.69762174405436,0
37,42606,1389527,4,652329,10,15.310730882974228,0
28,193904,1823326,5,53019,7,0.2734291195643205,1
41,43151,226298,6,207226,3,4.802345252717203,1
38,26308,633838,13,233169,10,8.863045461456592,0
50,191743,523288,13,531661,7,2.7727791888100217,1
38,105306,315702,3,690641,8,6.558420222969252,1
51,121984,1042812,7,544475,1,4.463495212486883,1
58,17204,362257,12,622215,15,36.16687979539642,0
52,107769,1938007,5,762473,5,7.075067969453182,1
31,102265,1809814,13,346229,18,3.385606023566225,1
45,46131,1003847,0,117996,7,2.557846133836249,0
53,67428,1156795,0,563508,13,8.357180993059263,0
58,48870,1789122,8,392647,15,8.034520155514631,0
28,118547,1004470,9,515971,11,4.352459362109543,1
31,64067,739129,5,531930,4,8.302714345919116,1
42,127217,825292,9,79971,18,0.6286188166675837,1
44,167679,1880200,7,579844,17,3.458059745108213,1
37,171040,286495,12,426976,8,2.496351730589336,1
32,113934,1676082,6,517473,1,4.541866343672653,1
52,157980,331373,11,397597,19,2.5167552854791744,1
35,172495,1960217,5,751943,11,4.359216209165483,1
36,89707,1650741,3,412774,1,4.601357753575529,1
42,76215,239073,6,292926,9,3.843416650265696,1
48,64429,409281,8,266926,0,4.142948051343339,1
40,97152,874516,13,746777,3,7.686686841238472,1
53,123048,918212,10,185784,11,1.509849814706456,1
30,184530,1060396,9,236836,8,1.2834552647266027,1
52,192241,1246454,9,488161,3,2.5393178354253254,1
53,153731,269707,13,150534,8,0.9792039341447073,1
22,92240,291249,6,723879,5,7.847777536860364,1
53,178865,1135610,0,186278,0,1.041444664970788,0
53,128688,221389,9,97469,9,0.757405507895064,1
33,61473,1940476,8,571238,13,9.292502399427391,1
50,111762,1510886,12,395739,17,3.5409083588339505,1
53,121956,1811732,3,454142,5,3.7238184263176883,1
33,133452,1109165,14,140749,17,1.0546788358361059,1
46,141311,1155797,2,731188,19,5.174317639815726,1
42,22006,1354503,3,146161,15,6.641870398982096,0
59,89218,1886665,3,397797,14,4.458707884059271,1
22,179912,1459020,12,405123,15,2.2517842056116324,1
58,47430,691517,9,398825,7,8.408707569049126,1
59,38091,875963,10,706513,12,18.54802971830616,0
46,179055,626515,1,437359,10,2.4425958504370167,0
35,38989,315308,13,22936,6,0.588268485983226,1
54,90451,143078,11,501477,16,5.544184143901118,1
31,33990,877679,13,230596,17,6.784230656075316,0
23,105270,809401,0,619330,18,5.883252588581742,0
26,95360,624887,11,799595,12,8.385014681208053,1
29,51081,514761,9,782046,14,15.309919539554825,0
26,157105,1869231,11,177129,0,1.1274561598930652,1
29,123272,1608244,0,667897,15,5.418075475371536,0
59,31241,976921,12,546707,4,17.499663903204123,0
51,139932,1288227,13,730351,2,5.219327959294515,1
52,20939,1599317,7,645499,9,30.827594440995274,0
32,128000,118207,13,384906,18,3.007078125,1
28,193634,384199,1,205671,4,1.0621636696034786,0
28,50063,938698,11,525122,6,10.489223578291353,1
48,173117,1438990,9,294358,13,1.7003413876164675,1
40,190841,161426,4,748294,2,3.9210337401292175,1
27,62118,1609657,11,254870,12,4.10299752084742,1
31,99703,184794,3,493244,12,4.947132984965347,1
40,167697,1955450,7,776646,9,4.6312456394568775,1
36,143557,1456352,1,526701,1,3.668932897734001,0
24,42076,1793967,9,533793,5,12.686400798554995,0
26,59605,1833171,8,776041,7,13.01972988843218,0
42,99565,595726,6,133177,3,1.337588510018581,1
46,54121,633107,14,199176,11,3.6801980746845033,1
23,46433,93856,12,390447,14,8.40882561971012,1
34,58309,1525368,6,500850,7,8.589583083229003,1
31,82468,1926946,0,114897,6,1.3932313139642043,0
38,190326,492244,13,58408,13,0.3068839780166661,1
32,82293,1158383,11,168751,18,2.050611838187938,1
43,111258,886309,1,116908,13,1.0507828650524007,0
32,183925,540999,3,245993,12,1.337463640070681,1
33,53405,1142037,3,230168,0,4.309858627469338,1
45,58527,667762,10,604019,18,10.320347873630974,1
39,92227,395280,13,505421,0,5.480184761512356,1
56,146564,1381155,2,117798,3,0.8037307933735433,1
28,154883,1838053,6,641142,9,4.139524673463195,1
49,108344,457407,11,237902,2,2.1958022594698368,1
52,170344,921158,7,320847,19,1.8835239280514724,1
38,62153,1353306,1,474650,8,7.636799510884431,0
